|dates|Seminole_Florida_UnitedStates.JHU_ConfirmedCases.data|Seminole_Florida_UnitedStates.JHU_ConfirmedCases.missing|Seminole_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Seminole_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Seminole_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Seminole_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|471.0|0|12.0|0|0.0|0
0|2020-05-28|471.0|0|12.0|0|0.0|0
0|2020-05-29|471.0|0|12.0|0|0.0|0
0|2020-05-30|471.0|0|12.0|0|0.0|0
