|dates|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|278.0|0|18.0|0|0.0|0
0|2020-05-15|283.0|0|18.0|0|0.0|0
0|2020-05-16|283.0|0|18.0|0|0.0|0
