|dates|Cameron_Texas_UnitedStates.JHU_ConfirmedCases.data|Cameron_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cameron_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cameron_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cameron_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cameron_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|619.0|0|27.0|0|0.0|0
0|2020-05-18|619.0|0|27.0|0|0.0|0
0|2020-05-19|635.0|0|29.0|0|0.0|0
0|2020-05-20|649.0|0|30.0|0|0.0|0
0|2020-05-21|664.0|0|32.0|0|0.0|0
0|2020-05-22|664.0|0|32.0|0|0.0|0
0|2020-05-23|664.0|0|32.0|0|0.0|0
