|dates|Jackson_Florida_UnitedStates.JHU_ConfirmedCases.data|Jackson_Florida_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|129.0|0|0.0|0|0.0|0
0|2020-05-18|131.0|0|0.0|0|0.0|0
0|2020-05-19|148.0|0|0.0|0|0.0|0
0|2020-05-20|171.0|0|0.0|0|0.0|0
0|2020-05-21|173.0|0|0.0|0|0.0|0
0|2020-05-22|219.0|0|0.0|0|0.0|0
0|2020-05-23|219.0|0|0.0|0|0.0|0
