|dates|Franklin_Idaho_UnitedStates.JHU_ConfirmedCases.data|Franklin_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2127.0|0|65.0|0|0.0|0
0|2020-05-25|2127.0|0|65.0|0|0.0|0
0|2020-05-26|2127.0|0|65.0|0|0.0|0
