|dates|Hancock_Indiana_UnitedStates.JHU_ConfirmedCases.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|291.0|0|23.0|0|0.0|0
0|2020-05-18|292.0|0|23.0|0|0.0|0
0|2020-05-19|301.0|0|24.0|0|0.0|0
0|2020-05-20|303.0|0|26.0|0|0.0|0
0|2020-05-21|303.0|0|27.0|0|0.0|0
0|2020-05-22|312.0|0|27.0|0|0.0|0
0|2020-05-23|312.0|0|27.0|0|0.0|0
