|dates|Williamson_Texas_UnitedStates.JHU_ConfirmedCases.data|Williamson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Williamson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Williamson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Williamson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Williamson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|588.0|0|22.0|0|0.0|0
0|2020-05-28|588.0|0|22.0|0|0.0|0
0|2020-05-29|588.0|0|22.0|0|0.0|0
0|2020-05-30|588.0|0|22.0|0|0.0|0
