|dates|Manistee_Michigan_UnitedStates.JHU_ConfirmedCases.data|Manistee_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Manistee_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Manistee_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Manistee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Manistee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|0.0|0|0.0|0
0|2020-05-15|11.0|0|0.0|0|0.0|0
0|2020-05-16|11.0|0|0.0|0|0.0|0
