|dates|Chouteau_Montana_UnitedStates.JHU_ConfirmedCases.data|Chouteau_Montana_UnitedStates.JHU_ConfirmedCases.missing|Chouteau_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Chouteau_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Chouteau_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Chouteau_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|456.0|0|16.0|0|0.0|0
0|2020-05-28|456.0|0|16.0|0|0.0|0
0|2020-05-29|456.0|0|16.0|0|0.0|0
0|2020-05-30|456.0|0|16.0|0|0.0|0
