|dates|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|48.0|0|0.0|0|0.0|0
0|2020-05-18|48.0|0|0.0|0|0.0|0
0|2020-05-19|48.0|0|0.0|0|0.0|0
0|2020-05-20|52.0|0|0.0|0|0.0|0
0|2020-05-21|52.0|0|0.0|0|0.0|0
0|2020-05-22|56.0|0|0.0|0|0.0|0
0|2020-05-23|56.0|0|0.0|0|0.0|0
