|dates|McDonough_Illinois_UnitedStates.JHU_ConfirmedCases.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McDonough_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McDonough_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|80.0|0|4.0|0|0.0|0
0|2020-05-25|83.0|0|5.0|0|0.0|0
0|2020-05-26|83.0|0|5.0|0|0.0|0
