|dates|Iroquois_Illinois_UnitedStates.JHU_ConfirmedCases.data|Iroquois_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Iroquois_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Iroquois_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Iroquois_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Iroquois_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|107.0|0|3.0|0|0.0|0
0|2020-05-15|111.0|0|3.0|0|0.0|0
0|2020-05-16|111.0|0|3.0|0|0.0|0
