|dates|Mower_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Mower_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Mower_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Mower_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Mower_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Mower_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|150.0|0|1.0|0|0.0|0
0|2020-05-25|189.0|0|1.0|0|0.0|0
0|2020-05-26|189.0|0|1.0|0|0.0|0
