|dates|Henderson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Henderson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Henderson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Henderson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Henderson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Henderson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|103.0|0|3.0|0|0.0|0
0|2020-05-28|103.0|0|3.0|0|0.0|0
0|2020-05-29|103.0|0|3.0|0|0.0|0
0|2020-05-30|103.0|0|3.0|0|0.0|0
