|dates|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|647.0|0|48.0|0|0.0|0
0|2020-05-28|647.0|0|48.0|0|0.0|0
0|2020-05-29|647.0|0|48.0|0|0.0|0
0|2020-05-30|647.0|0|48.0|0|0.0|0
