|dates|Tipton_Indiana_UnitedStates.JHU_ConfirmedCases.data|Tipton_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Tipton_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Tipton_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Tipton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Tipton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|22.0|0|1.0|0|0.0|0
0|2020-05-25|22.0|0|1.0|0|0.0|0
0|2020-05-26|22.0|0|1.0|0|0.0|0
