|dates|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|531.0|0|22.0|0|0.0|0
0|2020-05-28|531.0|0|22.0|0|0.0|0
0|2020-05-29|531.0|0|22.0|0|0.0|0
0|2020-05-30|531.0|0|22.0|0|0.0|0
