|dates|Cumberland_Virginia_UnitedStates.JHU_ConfirmedCases.data|Cumberland_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|32.0|0|0.0|0|0.0|0
0|2020-05-28|32.0|0|0.0|0|0.0|0
0|2020-05-29|32.0|0|0.0|0|0.0|0
0|2020-05-30|32.0|0|0.0|0|0.0|0
