|dates|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|32.0|0|4.0|0|0.0|0
0|2020-05-18|32.0|0|4.0|0|0.0|0
0|2020-05-19|32.0|0|4.0|0|0.0|0
0|2020-05-20|33.0|0|4.0|0|0.0|0
0|2020-05-21|33.0|0|4.0|0|0.0|0
0|2020-05-22|37.0|0|4.0|0|0.0|0
0|2020-05-23|37.0|0|4.0|0|0.0|0
