|dates|Orange_Indiana_UnitedStates.JHU_ConfirmedCases.data|Orange_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Orange_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|124.0|0|22.0|0|0.0|0
0|2020-05-28|124.0|0|22.0|0|0.0|0
0|2020-05-29|124.0|0|22.0|0|0.0|0
0|2020-05-30|124.0|0|22.0|0|0.0|0
