|dates|Pinellas_Florida_UnitedStates.JHU_ConfirmedCases.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedCases.missing|Pinellas_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Pinellas_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1173.0|0|75.0|0|0.0|0
0|2020-05-25|1187.0|0|75.0|0|0.0|0
0|2020-05-26|1187.0|0|75.0|0|0.0|0
