|dates|Limestone_Texas_UnitedStates.JHU_ConfirmedCases.data|Limestone_Texas_UnitedStates.JHU_ConfirmedCases.missing|Limestone_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Limestone_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Limestone_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Limestone_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|1.0|0|0.0|0
0|2020-05-28|23.0|0|1.0|0|0.0|0
0|2020-05-29|23.0|0|1.0|0|0.0|0
0|2020-05-30|23.0|0|1.0|0|0.0|0
