|dates|Lewis_NewYork_UnitedStates.JHU_ConfirmedCases.data|Lewis_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Lewis_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Lewis_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Lewis_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Lewis_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|19.0|0|0.0|0|0.0|0
0|2020-05-25|19.0|0|0.0|0|0.0|0
0|2020-05-26|19.0|0|0.0|0|0.0|0
