|dates|RedRiver_Texas_UnitedStates.JHU_ConfirmedCases.data|RedRiver_Texas_UnitedStates.JHU_ConfirmedCases.missing|RedRiver_Texas_UnitedStates.JHU_ConfirmedDeaths.data|RedRiver_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|RedRiver_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|RedRiver_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|46.0|0|4.0|0|0.0|0
0|2020-05-25|47.0|0|4.0|0|0.0|0
0|2020-05-26|47.0|0|4.0|0|0.0|0
