|dates|Bexar_Texas_UnitedStates.JHU_ConfirmedCases.data|Bexar_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bexar_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bexar_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bexar_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bexar_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2418.0|0|66.0|0|0.0|0
0|2020-05-25|2418.0|0|66.0|0|0.0|0
0|2020-05-26|2418.0|0|66.0|0|0.0|0
