|dates|Crockett_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Crockett_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Crockett_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Crockett_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Crockett_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Crockett_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|13.0|0|1.0|0|0.0|0
0|2020-05-18|13.0|0|1.0|0|0.0|0
0|2020-05-19|14.0|0|1.0|0|0.0|0
0|2020-05-20|14.0|0|1.0|0|0.0|0
0|2020-05-21|14.0|0|1.0|0|0.0|0
0|2020-05-22|14.0|0|1.0|0|0.0|0
0|2020-05-23|14.0|0|1.0|0|0.0|0
