|dates|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Rusk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
