|dates|Licking_Ohio_UnitedStates.JHU_ConfirmedCases.data|Licking_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Licking_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Licking_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Licking_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Licking_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|180.0|0|7.0|0|0.0|0
0|2020-05-15|182.0|0|7.0|0|0.0|0
0|2020-05-16|182.0|0|7.0|0|0.0|0
