|dates|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Sunflower_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|68.0|0|3.0|0|0.0|0
0|2020-05-18|68.0|0|3.0|0|0.0|0
0|2020-05-19|68.0|0|3.0|0|0.0|0
0|2020-05-20|70.0|0|3.0|0|0.0|0
0|2020-05-21|71.0|0|3.0|0|0.0|0
0|2020-05-22|73.0|0|3.0|0|0.0|0
0|2020-05-23|73.0|0|3.0|0|0.0|0
