|dates|Newton_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Newton_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Newton_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Newton_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Newton_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Newton_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|187.0|0|2.0|0|0.0|0
0|2020-05-18|192.0|0|3.0|0|0.0|0
0|2020-05-19|196.0|0|3.0|0|0.0|0
0|2020-05-20|206.0|0|3.0|0|0.0|0
0|2020-05-21|210.0|0|3.0|0|0.0|0
0|2020-05-22|214.0|0|3.0|0|0.0|0
0|2020-05-23|214.0|0|3.0|0|0.0|0
