|dates|Warren_Illinois_UnitedStates.JHU_ConfirmedCases.data|Warren_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Warren_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|113.0|0|0.0|0|0.0|0
0|2020-05-28|113.0|0|0.0|0|0.0|0
0|2020-05-29|113.0|0|0.0|0|0.0|0
0|2020-05-30|113.0|0|0.0|0|0.0|0
