|dates|Searcy_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Searcy_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Searcy_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Searcy_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Searcy_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Searcy_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
