|dates|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|139.0|0|3.0|0|0.0|0
0|2020-05-18|142.0|0|3.0|0|0.0|0
0|2020-05-19|145.0|0|3.0|0|0.0|0
0|2020-05-20|148.0|0|3.0|0|0.0|0
0|2020-05-21|148.0|0|4.0|0|0.0|0
0|2020-05-22|155.0|0|4.0|0|0.0|0
0|2020-05-23|155.0|0|4.0|0|0.0|0
