|dates|Boyle_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Boyle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Boyle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|18.0|0|0.0|0|0.0|0
0|2020-05-15|18.0|0|0.0|0|0.0|0
0|2020-05-16|18.0|0|0.0|0|0.0|0
