|dates|Calloway_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Calloway_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Calloway_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Calloway_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Calloway_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Calloway_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|46.0|0|1.0|0|0.0|0
0|2020-05-18|46.0|0|1.0|0|0.0|0
0|2020-05-19|47.0|0|1.0|0|0.0|0
0|2020-05-20|48.0|0|1.0|0|0.0|0
0|2020-05-21|49.0|0|1.0|0|0.0|0
0|2020-05-22|49.0|0|1.0|0|0.0|0
0|2020-05-23|49.0|0|1.0|0|0.0|0
