|dates|SaltLake_Utah_UnitedStates.JHU_ConfirmedCases.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedCases.missing|SaltLake_Utah_UnitedStates.JHU_ConfirmedDeaths.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|SaltLake_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3883.0|0|55.0|0|0.0|0
0|2020-05-18|3942.0|0|55.0|0|0.0|0
0|2020-05-19|4019.0|0|61.0|0|0.0|0
0|2020-05-20|4123.0|0|62.0|0|0.0|0
0|2020-05-21|4217.0|0|64.0|0|0.0|0
0|2020-05-22|4308.0|0|64.0|0|0.0|0
0|2020-05-23|4308.0|0|64.0|0|0.0|0
