|dates|Glynn_Georgia_UnitedStates.JHU_ConfirmedCases.data|Glynn_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Glynn_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Glynn_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Glynn_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Glynn_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|75.0|0|1.0|0|0.0|0
0|2020-05-18|77.0|0|1.0|0|0.0|0
0|2020-05-19|79.0|0|1.0|0|0.0|0
0|2020-05-20|81.0|0|1.0|0|0.0|0
0|2020-05-21|83.0|0|1.0|0|0.0|0
0|2020-05-22|83.0|0|1.0|0|0.0|0
0|2020-05-23|83.0|0|1.0|0|0.0|0
