|dates|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|55.0|0|0.0|0|0.0|0
0|2020-05-15|58.0|0|0.0|0|0.0|0
0|2020-05-16|58.0|0|0.0|0|0.0|0
