|dates|Delta_Michigan_UnitedStates.JHU_ConfirmedCases.data|Delta_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Delta_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Delta_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Delta_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Delta_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|14.0|0|2.0|0|0.0|0
0|2020-05-18|14.0|0|2.0|0|0.0|0
0|2020-05-19|15.0|0|2.0|0|0.0|0
0|2020-05-20|16.0|0|2.0|0|0.0|0
0|2020-05-21|17.0|0|2.0|0|0.0|0
0|2020-05-22|17.0|0|2.0|0|0.0|0
0|2020-05-23|17.0|0|2.0|0|0.0|0
