|dates|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2098.0|0|65.0|0|0.0|0
0|2020-05-28|2098.0|0|65.0|0|0.0|0
0|2020-05-29|2098.0|0|65.0|0|0.0|0
0|2020-05-30|2098.0|0|65.0|0|0.0|0
