|dates|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|88.0|0|0.0|0|0.0|0
0|2020-05-18|92.0|0|0.0|0|0.0|0
0|2020-05-19|93.0|0|0.0|0|0.0|0
0|2020-05-20|93.0|0|0.0|0|0.0|0
0|2020-05-21|97.0|0|0.0|0|0.0|0
0|2020-05-22|100.0|0|0.0|0|0.0|0
0|2020-05-23|100.0|0|0.0|0|0.0|0
