|dates|Wexford_Michigan_UnitedStates.JHU_ConfirmedCases.data|Wexford_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Wexford_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Wexford_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Wexford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Wexford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|2.0|0|0.0|0
0|2020-05-15|11.0|0|2.0|0|0.0|0
0|2020-05-16|11.0|0|2.0|0|0.0|0
