|dates|Kern_California_UnitedStates.JHU_ConfirmedCases.data|Kern_California_UnitedStates.JHU_ConfirmedCases.missing|Kern_California_UnitedStates.JHU_ConfirmedDeaths.data|Kern_California_UnitedStates.JHU_ConfirmedDeaths.missing|Kern_California_UnitedStates.JHU_ConfirmedRecoveries.data|Kern_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1941.0|0|36.0|0|0.0|0
0|2020-05-28|1941.0|0|36.0|0|0.0|0
0|2020-05-29|1941.0|0|36.0|0|0.0|0
0|2020-05-30|1941.0|0|36.0|0|0.0|0
