|dates|Arenac_Michigan_UnitedStates.JHU_ConfirmedCases.data|Arenac_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Arenac_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Arenac_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Arenac_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Arenac_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|32.0|0|1.0|0|0.0|0
0|2020-05-25|33.0|0|1.0|0|0.0|0
0|2020-05-26|33.0|0|1.0|0|0.0|0
