|dates|Monroe_Michigan_UnitedStates.JHU_ConfirmedCases.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|464.0|0|19.0|0|0.0|0
0|2020-05-28|464.0|0|19.0|0|0.0|0
0|2020-05-29|464.0|0|19.0|0|0.0|0
0|2020-05-30|464.0|0|19.0|0|0.0|0
