|dates|Lewis_Missouri_UnitedStates.JHU_ConfirmedCases.data|Lewis_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Lewis_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Lewis_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Lewis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Lewis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7.0|0|1.0|0|0.0|0
0|2020-05-18|7.0|0|1.0|0|0.0|0
0|2020-05-19|7.0|0|1.0|0|0.0|0
0|2020-05-20|7.0|0|1.0|0|0.0|0
0|2020-05-21|7.0|0|1.0|0|0.0|0
0|2020-05-22|7.0|0|1.0|0|0.0|0
0|2020-05-23|7.0|0|1.0|0|0.0|0
