|dates|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7064.0|0|460.0|0|0.0|0
0|2020-05-18|7139.0|0|464.0|0|0.0|0
0|2020-05-19|7198.0|0|470.0|0|0.0|0
0|2020-05-20|7280.0|0|481.0|0|0.0|0
0|2020-05-21|7366.0|0|487.0|0|0.0|0
0|2020-05-22|7424.0|0|492.0|0|0.0|0
0|2020-05-23|7424.0|0|492.0|0|0.0|0
