|dates|Adair_Iowa_UnitedStates.JHU_ConfirmedCases.data|Adair_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Adair_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Adair_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Adair_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Adair_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
