|dates|Summit_Ohio_UnitedStates.JHU_ConfirmedCases.data|Summit_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Summit_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Summit_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Summit_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Summit_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1315.0|0|160.0|0|0.0|0
0|2020-05-28|1315.0|0|160.0|0|0.0|0
0|2020-05-29|1315.0|0|160.0|0|0.0|0
0|2020-05-30|1315.0|0|160.0|0|0.0|0
