|dates|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|117.0|0|5.0|0|0.0|0
0|2020-05-18|116.0|0|5.0|0|0.0|0
0|2020-05-19|116.0|0|5.0|0|0.0|0
0|2020-05-20|118.0|0|5.0|0|0.0|0
0|2020-05-21|118.0|0|5.0|0|0.0|0
0|2020-05-22|119.0|0|5.0|0|0.0|0
0|2020-05-23|119.0|0|5.0|0|0.0|0
