|dates|Camden_Georgia_UnitedStates.JHU_ConfirmedCases.data|Camden_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Camden_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Camden_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Camden_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Camden_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|47.0|0|1.0|0|0.0|0
0|2020-05-18|50.0|0|1.0|0|0.0|0
0|2020-05-19|51.0|0|1.0|0|0.0|0
0|2020-05-20|52.0|0|1.0|0|0.0|0
0|2020-05-21|53.0|0|1.0|0|0.0|0
0|2020-05-22|53.0|0|1.0|0|0.0|0
0|2020-05-23|53.0|0|1.0|0|0.0|0
