|dates|York_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|York_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|York_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|York_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|York_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|York_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|851.0|0|16.0|0|0.0|0
0|2020-05-18|857.0|0|18.0|0|0.0|0
0|2020-05-19|866.0|0|18.0|0|0.0|0
0|2020-05-20|872.0|0|19.0|0|0.0|0
0|2020-05-21|883.0|0|21.0|0|0.0|0
0|2020-05-22|895.0|0|22.0|0|0.0|0
0|2020-05-23|895.0|0|22.0|0|0.0|0
