|dates|Norfolk_Virginia_UnitedStates.JHU_ConfirmedCases.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Norfolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Norfolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Norfolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|350.0|0|5.0|0|0.0|0
0|2020-05-18|361.0|0|5.0|0|0.0|0
0|2020-05-19|370.0|0|6.0|0|0.0|0
0|2020-05-20|370.0|0|6.0|0|0.0|0
0|2020-05-21|377.0|0|6.0|0|0.0|0
0|2020-05-22|388.0|0|6.0|0|0.0|0
0|2020-05-23|388.0|0|6.0|0|0.0|0
