|dates|St.Johns_Florida_UnitedStates.JHU_ConfirmedCases.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedCases.missing|St.Johns_Florida_UnitedStates.JHU_ConfirmedDeaths.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|St.Johns_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|245.0|0|5.0|0|0.0|0
0|2020-05-28|245.0|0|5.0|0|0.0|0
0|2020-05-29|245.0|0|5.0|0|0.0|0
0|2020-05-30|245.0|0|5.0|0|0.0|0
