|dates|Saratoga_NewYork_UnitedStates.JHU_ConfirmedCases.data|Saratoga_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Saratoga_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Saratoga_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Saratoga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Saratoga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|428.0|0|11.0|0|0.0|0
0|2020-05-18|434.0|0|11.0|0|0.0|0
0|2020-05-19|436.0|0|11.0|0|0.0|0
0|2020-05-20|438.0|0|11.0|0|0.0|0
0|2020-05-21|440.0|0|11.0|0|0.0|0
0|2020-05-22|448.0|0|11.0|0|0.0|0
0|2020-05-23|448.0|0|11.0|0|0.0|0
