|dates|Scott_Missouri_UnitedStates.JHU_ConfirmedCases.data|Scott_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Scott_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|94.0|0|8.0|0|0.0|0
0|2020-05-28|94.0|0|8.0|0|0.0|0
0|2020-05-29|94.0|0|8.0|0|0.0|0
0|2020-05-30|94.0|0|8.0|0|0.0|0
