|dates|Hall_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Hall_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Hall_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Hall_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Hall_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Hall_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1430.0|0|28.0|0|0.0|0
0|2020-05-18|1433.0|0|28.0|0|0.0|0
0|2020-05-19|1435.0|0|28.0|0|0.0|0
0|2020-05-20|1441.0|0|39.0|0|0.0|0
0|2020-05-21|1452.0|0|39.0|0|0.0|0
0|2020-05-22|1458.0|0|39.0|0|0.0|0
0|2020-05-23|1458.0|0|39.0|0|0.0|0
