|dates|Hudson_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Hudson_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Hudson_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Hudson_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Hudson_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Hudson_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18498.0|0|1057.0|0|0.0|0
0|2020-05-18|18498.0|0|1068.0|0|0.0|0
0|2020-05-19|18679.0|0|1082.0|0|0.0|0
0|2020-05-20|18880.0|0|1106.0|0|0.0|0
0|2020-05-21|18880.0|0|1121.0|0|0.0|0
0|2020-05-22|18880.0|0|1134.0|0|0.0|0
0|2020-05-23|18880.0|0|1134.0|0|0.0|0
