|dates|Jasper_Texas_UnitedStates.JHU_ConfirmedCases.data|Jasper_Texas_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|23.0|0|1.0|0|0.0|0
0|2020-05-18|23.0|0|1.0|0|0.0|0
0|2020-05-19|26.0|0|1.0|0|0.0|0
0|2020-05-20|26.0|0|1.0|0|0.0|0
0|2020-05-21|26.0|0|1.0|0|0.0|0
0|2020-05-22|26.0|0|1.0|0|0.0|0
0|2020-05-23|26.0|0|1.0|0|0.0|0
