|dates|Monroe_Indiana_UnitedStates.JHU_ConfirmedCases.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|158.0|0|10.0|0|0.0|0
0|2020-05-25|160.0|0|10.0|0|0.0|0
0|2020-05-26|160.0|0|10.0|0|0.0|0
