|dates|Apache_Arizona_UnitedStates.JHU_ConfirmedCases.data|Apache_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Apache_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Apache_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Apache_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Apache_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|981.0|0|20.0|0|0.0|0
0|2020-05-18|988.0|0|20.0|0|0.0|0
0|2020-05-19|1023.0|0|20.0|0|0.0|0
0|2020-05-20|1080.0|0|22.0|0|0.0|0
0|2020-05-21|1121.0|0|22.0|0|0.0|0
0|2020-05-22|1139.0|0|23.0|0|0.0|0
0|2020-05-23|1139.0|0|23.0|0|0.0|0
