|dates|Clark_Illinois_UnitedStates.JHU_ConfirmedCases.data|Clark_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Clark_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10.0|0|0.0|0|0.0|0
0|2020-05-28|10.0|0|0.0|0|0.0|0
0|2020-05-29|10.0|0|0.0|0|0.0|0
0|2020-05-30|10.0|0|0.0|0|0.0|0
