|dates|Wayne_Missouri_UnitedStates.JHU_ConfirmedCases.data|Wayne_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
