|dates|Butte_California_UnitedStates.JHU_ConfirmedCases.data|Butte_California_UnitedStates.JHU_ConfirmedCases.missing|Butte_California_UnitedStates.JHU_ConfirmedDeaths.data|Butte_California_UnitedStates.JHU_ConfirmedDeaths.missing|Butte_California_UnitedStates.JHU_ConfirmedRecoveries.data|Butte_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|40.0|0|0.0|0|0.0|0
0|2020-05-28|40.0|0|0.0|0|0.0|0
0|2020-05-29|40.0|0|0.0|0|0.0|0
0|2020-05-30|40.0|0|0.0|0|0.0|0
